#,"Date Time, GMT-07:00","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446495, LBL: probe1)","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446496, LBL: probe2)","Water Content, må_/må_ (LGR S/N: 20438561, SEN S/N: 20446497, LBL: probe3)"
1343,8/23/18 14:47,0.2746,-0.2491,0.3216
1344,8/23/18 14:48,0.2743,-0.2505,0.3216
1345,8/23/18 14:49,0.2746,-0.2491,0.3216
1346,8/23/18 14:50,0.2743,-0.2505,0.3216
1347,8/23/18 14:51,0.2743,-0.2505,0.3216
1348,8/23/18 14:52,0.2743,-0.2505,0.3216
1349,8/23/18 14:53,0.2746,-0.2505,0.3216
1350,8/23/18 14:54,0.2743,-0.2505,0.3216
1351,8/23/18 14:55,0.2746,-0.2505,0.3216
1352,8/23/18 14:56,0.2743,-0.2505,0.3216
1353,8/23/18 14:57,0.2743,-0.2505,0.3216
1354,8/23/18 14:58,0.2743,-0.2505,0.3216
1355,8/23/18 14:59,0.2743,-0.2505,0.3216
1356,8/23/18 15:00,0.2743,-0.2505,0.3216
1357,8/23/18 15:01,0.2746,-0.2505,0.3216
1358,8/23/18 15:02,0.2743,-0.2505,0.3216
1359,8/23/18 15:03,0.2743,-0.2505,0.3219
1360,8/23/18 15:04,0.2743,-0.2505,0.3216
1361,8/23/18 15:05,0.2746,-0.2505,0.3219
1362,8/23/18 15:06,0.2743,-0.2505,0.3216
1363,8/23/18 15:07,0.2743,-0.2491,0.3219
1364,8/23/18 15:08,0.2743,-0.2491,0.3216
1365,8/23/18 15:09,0.2746,-0.2491,0.3219
1366,8/23/18 15:10,0.2743,-0.2491,0.3216
1367,8/23/18 15:11,0.2746,-0.2491,0.3219
1368,8/23/18 15:12,0.2743,-0.2491,0.3216
1369,8/23/18 15:13,0.2746,-0.2505,0.3216
1370,8/23/18 15:14,0.2743,-0.2491,0.3216
1371,8/23/18 15:15,0.2746,-0.2491,0.3219
1372,8/23/18 15:16,0.2743,-0.2491,0.3216
1373,8/23/18 15:17,0.2746,-0.2491,0.3216
1374,8/23/18 15:18,0.2743,-0.2491,0.3216
1375,8/23/18 15:19,0.2746,-0.2491,0.3219
1376,8/23/18 15:20,0.2746,-0.2491,0.3216
1377,8/23/18 15:21,0.2746,-0.2491,0.3219
1378,8/23/18 15:22,0.2743,-0.2491,0.3216
1379,8/23/18 15:23,0.2746,-0.2491,0.3219
1380,8/23/18 15:24,0.2743,-0.2491,0.3216
1381,8/23/18 15:25,0.2746,-0.2491,0.3219
1382,8/23/18 15:26,0.2743,-0.2491,0.3216
1383,8/23/18 15:27,0.2746,-0.2491,0.3219
1384,8/23/18 15:28,0.2743,-0.2491,0.3219
1385,8/23/18 15:29,0.2746,-0.2491,0.3219
1386,8/23/18 15:30,0.2743,-0.2491,0.3219
1387,8/23/18 15:31,0.2746,-0.2491,0.3219
1388,8/23/18 15:32,0.2743,-0.2491,0.3219
1389,8/23/18 15:33,0.2746,-0.2491,0.3219
1390,8/23/18 15:34,0.2743,-0.2491,0.3216
1391,8/23/18 15:35,0.2746,-0.2491,0.3219
1392,8/23/18 15:36,0.2743,-0.2491,0.3219
1393,8/23/18 15:37,0.2746,-0.2491,0.3219
1394,8/23/18 15:38,0.2743,-0.2491,0.3219
1395,8/23/18 15:39,0.2746,-0.2491,0.3219
1396,8/23/18 15:40,0.2746,-0.2491,0.3219
1397,8/23/18 15:41,0.2746,-0.2491,0.3219
1398,8/23/18 15:42,0.2743,-0.2491,0.3219
1399,8/23/18 15:43,0.2746,-0.2491,0.3219
1400,8/23/18 15:44,0.2743,-0.2505,0.3219
1401,8/23/18 15:45,0.2746,-0.2491,0.3219
1402,8/23/18 15:46,0.2743,-0.2505,0.3219
1403,8/23/18 15:47,0.2746,-0.2505,0.3219
1404,8/23/18 15:48,0.2743,-0.2491,0.3219
1405,8/23/18 15:49,0.2746,-0.2505,0.3219
1406,8/23/18 15:50,0.2743,-0.2505,0.3216
1407,8/23/18 15:51,0.2746,-0.2505,0.3219
1408,8/23/18 15:52,0.2743,-0.2505,0.3219
1409,8/23/18 15:53,0.2746,-0.2505,0.3223
1410,8/23/18 15:54,0.2743,-0.2505,0.3219
1411,8/23/18 15:55,0.2746,-0.2505,0.3219
1412,8/23/18 15:56,0.2743,-0.2505,0.3219
1413,8/23/18 15:57,0.2746,-0.2505,0.3223
1414,8/23/18 15:58,0.2743,-0.2505,0.3219
1415,8/23/18 15:59,0.2746,-0.2491,0.3219
1416,8/23/18 16:00,0.2743,-0.2505,0.3219
1417,8/23/18 16:01,0.2746,-0.2505,0.3219
1418,8/23/18 16:02,0.2743,-0.2505,0.3219
1419,8/23/18 16:03,0.2746,-0.2505,0.3219
1420,8/23/18 16:04,0.2743,-0.2505,0.3219
1421,8/23/18 16:05,0.2746,-0.2505,0.3219
1422,8/23/18 16:06,0.2743,-0.2505,0.3219
1423,8/23/18 16:07,0.2746,-0.2505,0.3219
1424,8/23/18 16:08,0.2743,-0.2505,0.3216
1425,8/23/18 16:09,0.2743,-0.2505,0.3219
1426,8/23/18 16:10,0.2743,-0.2505,0.3216
1427,8/23/18 16:11,0.2746,-0.2505,0.3223
1428,8/23/18 16:12,0.2743,-0.2505,0.3219
1429,8/23/18 16:13,0.2746,-0.2505,0.3219
1430,8/23/18 16:14,0.2743,-0.2505,0.3219
1431,8/23/18 16:15,0.2746,-0.2505,0.3219
1432,8/23/18 16:16,0.2743,-0.2505,0.3219
1433,8/23/18 16:17,0.2746,-0.2505,0.3219
1434,8/23/18 16:18,0.2743,-0.2505,0.3216
1435,8/23/18 16:19,0.2743,-0.2505,0.3219
1436,8/23/18 16:20,0.2743,-0.2505,0.3219
1437,8/23/18 16:21,0.2743,-0.2505,0.3219
1438,8/23/18 16:22,0.2743,-0.2505,0.3216
1439,8/23/18 16:23,0.2743,-0.2505,0.3219
1440,8/23/18 16:24,0.2743,-0.2505,0.3216
1441,8/23/18 16:25,0.2743,-0.2505,0.3219
1442,8/23/18 16:26,0.2743,-0.2505,0.3216
1443,8/23/18 16:27,0.2743,-0.2505,0.3219
1444,8/23/18 16:28,0.2743,-0.2505,0.3216
1445,8/23/18 16:29,0.2743,-0.2505,0.3219
1446,8/23/18 16:30,0.2743,-0.2505,0.3216
1447,8/23/18 16:31,0.2743,-0.2505,0.3219
1448,8/23/18 16:32,0.2743,-0.2505,0.3219
1449,8/23/18 16:33,0.2743,-0.2505,0.3216
1450,8/23/18 16:34,0.2743,-0.2505,0.3216
1451,8/23/18 16:35,0.2743,-0.2505,0.3219
1452,8/23/18 16:36,0.2743,-0.2505,0.3219
1453,8/23/18 16:37,0.2743,-0.2505,0.3219
1454,8/23/18 16:38,0.2743,-0.2505,0.3216
1455,8/23/18 16:39,0.2743,-0.2505,0.3219
1456,8/23/18 16:40,0.2743,-0.2505,0.3219
1457,8/23/18 16:41,0.2743,-0.2505,0.3219
1458,8/23/18 16:42,0.2743,-0.2505,0.3219
1459,8/23/18 16:43,0.2743,-0.2505,0.3216
1460,8/23/18 16:44,0.2743,-0.2505,0.3216
1461,8/23/18 16:45,0.2743,-0.2505,0.3216
1462,8/23/18 16:46,0.2743,-0.2505,0.3219
1463,8/23/18 16:47,0.2743,-0.2505,0.3216
1464,8/23/18 16:48,0.2743,-0.2505,0.3219
1465,8/23/18 16:49,0.2743,-0.2505,0.3219
1466,8/23/18 16:50,0.2743,-0.2505,0.3216
1467,8/23/18 16:51,0.2743,-0.2505,0.3219
1468,8/23/18 16:52,0.2743,-0.2505,0.3216
1469,8/23/18 16:53,0.2743,-0.2505,0.3216
1470,8/23/18 16:54,0.2743,-0.2505,0.3216
1471,8/23/18 16:55,0.2743,-0.2505,0.3216
1472,8/23/18 16:56,0.2743,-0.2505,0.3216
1473,8/23/18 16:57,0.2743,-0.2505,0.3219
1474,8/23/18 16:58,0.2743,-0.2505,0.3219
1475,8/23/18 16:59,0.2743,-0.2505,0.3219
1476,8/23/18 17:00,0.2743,-0.2505,0.3216
1477,8/23/18 17:01,0.2743,-0.2505,0.3219
1478,8/23/18 17:02,0.2743,-0.2505,0.3216
1479,8/23/18 17:03,0.2743,-0.2505,0.3216
1480,8/23/18 17:04,0.2743,-0.2505,0.3216
1481,8/23/18 17:05,0.2743,-0.2505,0.3216
1482,8/23/18 17:06,0.2743,-0.2505,0.3216
1483,8/23/18 17:07,0.2743,-0.2505,0.3216
1484,8/23/18 17:08,0.2743,-0.2505,0.3216
1485,8/23/18 17:09,0.2743,-0.2505,0.3219
1486,8/23/18 17:10,0.2743,-0.2505,0.3216
1487,8/23/18 17:11,0.2743,-0.2505,0.3216
1488,8/23/18 17:12,0.2743,-0.2505,0.3216
1489,8/23/18 17:13,0.2743,-0.252,0.3216
1490,8/23/18 17:14,0.2743,-0.252,0.3216
1491,8/23/18 17:15,0.2743,-0.2505,0.3216
1492,8/23/18 17:16,0.2743,-0.2505,0.3216
1493,8/23/18 17:17,0.2743,-0.2505,0.3216
1494,8/23/18 17:18,0.2743,-0.252,0.3216
1495,8/23/18 17:19,0.2743,-0.252,0.3216
1496,8/23/18 17:20,0.2739,-0.2505,0.3216
1497,8/23/18 17:21,0.2743,-0.2505,0.3216
1498,8/23/18 17:22,0.2743,-0.2505,0.3216
1499,8/23/18 17:23,0.2743,-0.2505,0.3216
1500,8/23/18 17:24,0.2739,-0.252,0.3216
1501,8/23/18 17:25,0.2743,-0.2505,0.3216
1502,8/23/18 17:26,0.2739,-0.2505,0.3216
1503,8/23/18 17:27,0.2743,-0.2505,0.3216
1504,8/23/18 17:28,0.2743,-0.2505,0.3216
1505,8/23/18 17:29,0.2743,-0.252,0.3216
1506,8/23/18 17:30,0.2743,-0.252,0.3216
1507,8/23/18 17:31,0.2743,-0.252,0.3216
1508,8/23/18 17:32,0.2739,-0.252,0.3216
1509,8/23/18 17:33,0.2743,-0.252,0.3216
1510,8/23/18 17:34,0.2743,-0.252,0.3216
1511,8/23/18 17:35,0.2743,-0.252,0.3216
1512,8/23/18 17:36,0.2743,-0.252,0.3216
1513,8/23/18 17:37,0.2743,-0.2505,0.3216
1514,8/23/18 17:38,0.2743,-0.252,0.3216
1515,8/23/18 17:39,0.2743,-0.252,0.3216
1516,8/23/18 17:40,0.2743,-0.2505,0.3216
1517,8/23/18 17:41,0.2743,-0.2505,0.3216
1518,8/23/18 17:42,0.2743,-0.2505,0.3216
1519,8/23/18 17:43,0.2743,-0.2505,0.3216
1520,8/23/18 17:44,0.2743,-0.252,0.3216
1521,8/23/18 17:45,0.2743,-0.252,0.3216
1522,8/23/18 17:46,0.2743,-0.2505,0.3216
1523,8/23/18 17:47,0.2743,-0.252,0.3216
1524,8/23/18 17:48,0.2743,-0.2505,0.3216
1525,8/23/18 17:49,0.2743,-0.2505,0.3216
1526,8/23/18 17:50,0.2743,-0.252,0.3216
1527,8/23/18 17:51,0.2743,-0.2505,0.3216
1528,8/23/18 17:52,0.2743,-0.252,0.3216
1529,8/23/18 17:53,0.2743,-0.252,0.3216
1530,8/23/18 17:54,0.2743,-0.252,0.3216
1531,8/23/18 17:55,0.2743,-0.252,0.3216
1532,8/23/18 17:56,0.2743,-0.252,0.3211
1533,8/23/18 17:57,0.2743,-0.252,0.3216
1534,8/23/18 17:58,0.2743,-0.252,0.3211
1535,8/23/18 17:59,0.2743,-0.252,0.3216
1536,8/23/18 18:00,0.2739,-0.252,0.3211
1537,8/23/18 18:01,0.2743,-0.252,0.3211
1538,8/23/18 18:02,0.2743,-0.252,0.3211
1539,8/23/18 18:03,0.2743,-0.252,0.3216
1540,8/23/18 18:04,0.2743,-0.252,0.3211
1541,8/23/18 18:05,0.2743,-0.252,0.3211
1542,8/23/18 18:06,0.2743,-0.252,0.3211
1543,8/23/18 18:07,0.2743,-0.252,0.3211
1544,8/23/18 18:08,0.2743,-0.252,0.3211
1545,8/23/18 18:09,0.2743,-0.252,0.3211
1546,8/23/18 18:10,0.2743,-0.252,0.3211
1547,8/23/18 18:11,0.2743,-0.252,0.3216
1548,8/23/18 18:12,0.2743,-0.252,0.3211
1549,8/23/18 18:13,0.2743,-0.252,0.3211
1550,8/23/18 18:14,0.2743,-0.252,0.3211
1551,8/23/18 18:15,0.2743,-0.252,0.3211
1552,8/23/18 18:16,0.2739,-0.252,0.3211
1553,8/23/18 18:17,0.2743,-0.252,0.3216
1554,8/23/18 18:18,0.2743,-0.252,0.3211
1555,8/23/18 18:19,0.2743,-0.252,0.3211
1556,8/23/18 18:20,0.2739,-0.252,0.3211
1557,8/23/18 18:21,0.2743,-0.2505,0.3211
1558,8/23/18 18:22,0.2743,-0.2505,0.3211
1559,8/23/18 18:23,0.2743,-0.2505,0.3211
1560,8/23/18 18:24,0.2739,-0.2505,0.3216
1561,8/23/18 18:25,0.2743,-0.2505,0.3211
1562,8/23/18 18:26,0.2739,-0.2505,0.3211
1563,8/23/18 18:27,0.2743,-0.2505,0.3211
1564,8/23/18 18:28,0.2743,-0.2505,0.3211
1565,8/23/18 18:29,0.2743,-0.2505,0.3211
1566,8/23/18 18:30,0.2743,-0.2505,0.3211
1567,8/23/18 18:31,0.2743,-0.2505,0.3211
1568,8/23/18 18:32,0.2743,-0.2505,0.3211
1569,8/23/18 18:33,0.2743,-0.2505,0.3211
1570,8/23/18 18:34,0.2743,-0.252,0.3211
1571,8/23/18 18:35,0.2743,-0.2505,0.3211
1572,8/23/18 18:36,0.2739,-0.2505,0.3211
1573,8/23/18 18:37,0.2743,-0.2505,0.3211
1574,8/23/18 18:38,0.2743,-0.2505,0.3211
1575,8/23/18 18:39,0.2743,-0.2505,0.3211
1576,8/23/18 18:40,0.2739,-0.2505,0.3211
1577,8/23/18 18:41,0.2743,-0.2505,0.3211
1578,8/23/18 18:42,0.2739,-0.252,0.3207
1579,8/23/18 18:43,0.2739,-0.2505,0.3211
1580,8/23/18 18:44,0.2739,-0.2505,0.3211
1581,8/23/18 18:45,0.2743,-0.2505,0.3211
1582,8/23/18 18:46,0.2739,-0.252,0.3207
1583,8/23/18 18:47,0.2743,-0.252,0.3211
1584,8/23/18 18:48,0.2739,-0.252,0.3207
1585,8/23/18 18:49,0.2743,-0.252,0.3211
1586,8/23/18 18:50,0.2739,-0.252,0.3207
1587,8/23/18 18:51,0.2743,-0.252,0.3211
1588,8/23/18 18:52,0.2739,-0.252,0.3211
1589,8/23/18 18:53,0.2743,-0.252,0.3211
1590,8/23/18 18:54,0.2743,-0.252,0.3207
1591,8/23/18 18:55,0.2743,-0.252,0.3207
1592,8/23/18 18:56,0.2743,-0.252,0.3211
1593,8/23/18 18:57,0.2743,-0.252,0.3207
1594,8/23/18 18:58,0.2739,-0.252,0.3207
1595,8/23/18 18:59,0.2743,-0.252,0.3207
1596,8/23/18 19:00,0.2739,-0.252,0.3211
1597,8/23/18 19:01,0.2743,-0.252,0.3207
1598,8/23/18 19:02,0.2739,-0.252,0.3207
1599,8/23/18 19:03,0.2739,-0.252,0.3207
1600,8/23/18 19:04,0.2739,-0.252,0.3207
1601,8/23/18 19:05,0.2743,-0.252,0.3207
1602,8/23/18 19:06,0.2739,-0.252,0.3207
1603,8/23/18 19:07,0.2743,-0.252,0.3204
1604,8/23/18 19:08,0.2743,-0.2535,0.3199
1605,8/23/18 19:09,0.2749,-0.2535,0.3207
1606,8/23/18 19:10,0.2749,-0.255,0.3207
1607,8/23/18 19:11,0.2749,-0.2565,0.3207
1608,8/23/18 19:12,0.2746,-0.255,0.3211
1609,8/23/18 19:13,0.2746,-0.2565,0.3207
1610,8/23/18 19:14,0.2746,-0.2565,0.3207
1611,8/23/18 19:15,0.2749,-0.2565,0.3207
1612,8/23/18 19:16,0.2746,-0.2565,0.3207
1613,8/23/18 19:17,0.2749,-0.2565,0.3207
1614,8/23/18 19:18,0.2746,-0.2565,0.3207
1615,8/23/18 19:19,0.2746,-0.2565,0.3207
1616,8/23/18 19:20,0.2746,-0.258,0.3207
1617,8/23/18 19:21,0.2746,-0.258,0.3207
1618,8/23/18 19:22,0.2746,-0.258,0.3207
1619,8/23/18 19:23,0.2746,-0.2565,0.3207
1620,8/23/18 19:24,0.2746,-0.2565,0.3207
1621,8/23/18 19:25,0.2746,-0.2565,0.3204
1622,8/23/18 19:26,0.2746,-0.2565,0.3204
1623,8/23/18 19:27,0.2746,-0.2565,0.3204
1624,8/23/18 19:28,0.2746,-0.2565,0.3204
1625,8/23/18 19:29,0.2746,-0.2565,0.3207
1626,8/23/18 19:30,0.2746,-0.2565,0.3204
1627,8/23/18 19:31,0.2746,-0.2565,0.3204
1628,8/23/18 19:32,0.2743,-0.2565,0.3204
1629,8/23/18 19:33,0.2746,-0.2565,0.3204
1630,8/23/18 19:34,0.2746,-0.2565,0.3204
1631,8/23/18 19:35,0.2746,-0.2565,0.3204
1632,8/23/18 19:36,0.2746,-0.2565,0.3204
1633,8/23/18 19:37,0.2746,-0.2565,0.3204
1634,8/23/18 19:38,0.2746,-0.2565,0.3204
1635,8/23/18 19:39,0.2746,-0.2565,0.3204
1636,8/23/18 19:40,0.2746,-0.2565,0.3204
1637,8/23/18 19:41,0.2746,-0.2565,0.3204
1638,8/23/18 19:42,0.2743,-0.2565,0.3204
1639,8/23/18 19:43,0.2746,-0.258,0.3204
1640,8/23/18 19:44,0.2743,-0.2565,0.3204
1641,8/23/18 19:45,0.2746,-0.2565,0.3204
1642,8/23/18 19:46,0.2746,-0.2565,0.3204
1643,8/23/18 19:47,0.2746,-0.2565,0.3204
1644,8/23/18 19:48,0.2743,-0.2565,0.3204
1645,8/23/18 19:49,0.2746,-0.2565,0.3204
1646,8/23/18 19:50,0.2746,-0.2565,0.3204
1647,8/23/18 19:51,0.2746,-0.2565,0.3204
1648,8/23/18 19:52,0.2746,-0.2565,0.3199
1649,8/23/18 19:53,0.2743,-0.2565,0.3204
1650,8/23/18 19:54,0.2743,-0.2565,0.3199
1651,8/23/18 19:55,0.2743,-0.2565,0.3199
1652,8/23/18 19:56,0.2743,-0.258,0.3199
1653,8/23/18 19:57,0.2743,-0.2565,0.3199
1654,8/23/18 19:58,0.2743,-0.2565,0.3199
1655,8/23/18 19:59,0.2743,-0.2565,0.3199
1656,8/23/18 20:00,0.2743,-0.2565,0.3199
1657,8/23/18 20:01,0.2743,-0.2565,0.3199
1658,8/23/18 20:02,0.2743,-0.258,0.3199
1659,8/23/18 20:03,0.2743,-0.2565,0.3199
1660,8/23/18 20:04,0.2743,-0.2565,0.3199
1661,8/23/18 20:05,0.2743,-0.2565,0.3199
1662,8/23/18 20:06,0.2743,-0.2565,0.3199
1663,8/23/18 20:07,0.2743,-0.2565,0.3199
1664,8/23/18 20:08,0.2743,-0.2565,0.3199
1665,8/23/18 20:09,0.2743,-0.2565,0.3199
1666,8/23/18 20:10,0.2743,-0.2565,0.3195
1667,8/23/18 20:11,0.2743,-0.2565,0.3199
1668,8/23/18 20:12,0.2743,-0.258,0.3195
1669,8/23/18 20:13,0.2743,-0.258,0.3199
1670,8/23/18 20:14,0.2739,-0.258,0.3199
1671,8/23/18 20:15,0.2743,-0.258,0.3199
1672,8/23/18 20:16,0.2739,-0.258,0.3199
1673,8/23/18 20:17,0.2743,-0.2565,0.3195
1674,8/23/18 20:18,0.2739,-0.2565,0.3199
1675,8/23/18 20:19,0.2739,-0.2565,0.3199
1676,8/23/18 20:20,0.2743,-0.2565,0.3195
1677,8/23/18 20:21,0.2743,-0.258,0.3199
1678,8/23/18 20:22,0.2743,-0.258,0.3195
1679,8/23/18 20:23,0.2743,-0.258,0.3199
1680,8/23/18 20:24,0.2743,-0.258,0.3195
1681,8/23/18 20:25,0.2743,-0.258,0.3199
1682,8/23/18 20:26,0.2739,-0.258,0.3199
1683,8/23/18 20:27,0.2739,-0.258,0.3199
1684,8/23/18 20:28,0.2739,-0.258,0.3199
1685,8/23/18 20:29,0.2743,-0.258,0.3199
1686,8/23/18 20:30,0.2739,-0.258,0.3199
1687,8/23/18 20:31,0.2743,-0.258,0.3199
1688,8/23/18 20:32,0.2743,-0.258,0.3199
1689,8/23/18 20:33,0.2743,-0.258,0.3199
1690,8/23/18 20:34,0.2739,-0.258,0.3199
1691,8/23/18 20:35,0.2739,-0.258,0.3199
1692,8/23/18 20:36,0.2739,-0.258,0.3199
1693,8/23/18 20:37,0.2739,-0.258,0.3199
1694,8/23/18 20:38,0.2739,-0.258,0.3199
1695,8/23/18 20:39,0.2739,-0.2565,0.3199
1696,8/23/18 20:40,0.2739,-0.258,0.3199
1697,8/23/18 20:41,0.2739,-0.258,0.3199
1698,8/23/18 20:42,0.2739,-0.258,0.3199
1699,8/23/18 20:43,0.2739,-0.258,0.3199
1700,8/23/18 20:44,0.2739,-0.258,0.3199
1701,8/23/18 20:45,0.2739,-0.258,0.3199
1702,8/23/18 20:46,0.2739,-0.2565,0.3199
1703,8/23/18 20:47,0.2739,-0.258,0.3199
1704,8/23/18 20:48,0.2739,-0.258,0.3199
1705,8/23/18 20:49,0.2739,-0.258,0.3199
1706,8/23/18 20:50,0.2739,-0.258,0.3199
1707,8/23/18 20:51,0.2739,-0.258,0.3199
1708,8/23/18 20:52,0.2739,-0.2565,0.3199
1709,8/23/18 20:53,0.2739,-0.2565,0.3199
1710,8/23/18 20:54,0.2739,-0.2565,0.3199
1711,8/23/18 20:55,0.2739,-0.2565,0.3199
1712,8/23/18 20:56,0.2739,-0.2565,0.3199
1713,8/23/18 20:57,0.2739,-0.2565,0.3199
1714,8/23/18 20:58,0.2739,-0.2565,0.3199
1715,8/23/18 20:59,0.2739,-0.2565,0.3199
1716,8/23/18 21:00,0.2739,-0.2565,0.3199
1717,8/23/18 21:01,0.2739,-0.2565,0.3199
1718,8/23/18 21:02,0.2739,-0.2565,0.3199
1719,8/23/18 21:03,0.2739,-0.2565,0.3199
1720,8/23/18 21:04,0.2739,-0.2565,0.3199
1721,8/23/18 21:05,0.2739,-0.2565,0.3199
1722,8/23/18 21:06,0.2739,-0.2565,0.3199
1723,8/23/18 21:07,0.2739,-0.2565,0.3199
1724,8/23/18 21:08,0.2739,-0.2565,0.3199
1725,8/23/18 21:09,0.2739,-0.2565,0.3199
1726,8/23/18 21:10,0.2739,-0.2565,0.3199
1727,8/23/18 21:11,0.2739,-0.2565,0.3199
1728,8/23/18 21:12,0.2739,-0.2565,0.3199
1729,8/23/18 21:13,0.2739,-0.2565,0.3199
1730,8/23/18 21:14,0.2736,-0.2565,0.3199
1731,8/23/18 21:15,0.2739,-0.2565,0.3199
1732,8/23/18 21:16,0.2739,-0.2565,0.3199
1733,8/23/18 21:17,0.2739,-0.2565,0.3199
1734,8/23/18 21:18,0.2736,-0.2565,0.3199
1735,8/23/18 21:19,0.2739,-0.2565,0.3199
1736,8/23/18 21:20,0.2736,-0.2565,0.3199
1737,8/23/18 21:21,0.2739,-0.2565,0.3199
1738,8/23/18 21:22,0.2739,-0.2565,0.3199
1739,8/23/18 21:23,0.2736,-0.2565,0.3199
1740,8/23/18 21:24,0.2736,-0.2565,0.3199
1741,8/23/18 21:25,0.2739,-0.2565,0.3199
1742,8/23/18 21:26,0.2736,-0.2565,0.3199
1743,8/23/18 21:27,0.2739,-0.2565,0.3199
1744,8/23/18 21:28,0.2736,-0.2565,0.3199
1745,8/23/18 21:29,0.2736,-0.2565,0.3199
1746,8/23/18 21:30,0.2736,-0.2565,0.3199
1747,8/23/18 21:31,0.2739,-0.2565,0.3199
1748,8/23/18 21:32,0.2736,-0.2565,0.3199
1749,8/23/18 21:33,0.2736,-0.2565,0.3199
1750,8/23/18 21:34,0.2736,-0.2565,0.3199
1751,8/23/18 21:35,0.2736,-0.2565,0.3199
1752,8/23/18 21:36,0.2736,-0.2565,0.3199
1753,8/23/18 21:37,0.2736,-0.255,0.3199
1754,8/23/18 21:38,0.2736,-0.2565,0.3199
1755,8/23/18 21:39,0.2736,-0.255,0.3199
1756,8/23/18 21:40,0.2736,-0.2565,0.3199
1757,8/23/18 21:41,0.2736,-0.255,0.3199
1758,8/23/18 21:42,0.2736,-0.255,0.3199
1759,8/23/18 21:43,0.2736,-0.255,0.3199
1760,8/23/18 21:44,0.2736,-0.255,0.3199
1761,8/23/18 21:45,0.2736,-0.255,0.3199
1762,8/23/18 21:46,0.2736,-0.255,0.3199
1763,8/23/18 21:47,0.2736,-0.255,0.3199
1764,8/23/18 21:48,0.2736,-0.255,0.3195
1765,8/23/18 21:49,0.2736,-0.255,0.3199
1766,8/23/18 21:50,0.2736,-0.255,0.3199
1767,8/23/18 21:51,0.2736,-0.255,0.3199
1768,8/23/18 21:52,0.2736,-0.255,0.3195
1769,8/23/18 21:53,0.2736,-0.255,0.3199
1770,8/23/18 21:54,0.2736,-0.255,0.3199
1771,8/23/18 21:55,0.2736,-0.255,0.3199
1772,8/23/18 21:56,0.2736,-0.255,0.3195
1773,8/23/18 21:57,0.2736,-0.255,0.3199
1774,8/23/18 21:58,0.2736,-0.255,0.3195
1775,8/23/18 21:59,0.2736,-0.255,0.3195
1776,8/23/18 22:00,0.2736,-0.255,0.3199
1777,8/23/18 22:01,0.2736,-0.255,0.3199
1778,8/23/18 22:02,0.2732,-0.255,0.3199
1779,8/23/18 22:03,0.2736,-0.255,0.3199
1780,8/23/18 22:04,0.2736,-0.255,0.3195
1781,8/23/18 22:05,0.2736,-0.255,0.3199
1782,8/23/18 22:06,0.2736,-0.255,0.3199
1783,8/23/18 22:07,0.2736,-0.255,0.3199
1784,8/23/18 22:08,0.2736,-0.255,0.3195
1785,8/23/18 22:09,0.2736,-0.255,0.3199
1786,8/23/18 22:10,0.2732,-0.255,0.3195
1787,8/23/18 22:11,0.2736,-0.255,0.3195
1788,8/23/18 22:12,0.2732,-0.255,0.3195
1789,8/23/18 22:13,0.2736,-0.255,0.3199
1790,8/23/18 22:14,0.2732,-0.255,0.3195
1791,8/23/18 22:15,0.2732,-0.255,0.3195
1792,8/23/18 22:16,0.2732,-0.255,0.3195
1793,8/23/18 22:17,0.2732,-0.255,0.3199
1794,8/23/18 22:18,0.2732,-0.255,0.3195
1795,8/23/18 22:19,0.2732,-0.255,0.3199
1796,8/23/18 22:20,0.2732,-0.255,0.3195
1797,8/23/18 22:21,0.2732,-0.255,0.3199
1798,8/23/18 22:22,0.2732,-0.255,0.3195
1799,8/23/18 22:23,0.2732,-0.255,0.3195
1800,8/23/18 22:24,0.2732,-0.255,0.3195
1801,8/23/18 22:25,0.2732,-0.255,0.3195
1802,8/23/18 22:26,0.2732,-0.255,0.3195
1803,8/23/18 22:27,0.2732,-0.255,0.3195
1804,8/23/18 22:28,0.2732,-0.255,0.3195
1805,8/23/18 22:29,0.2732,-0.255,0.3199
1806,8/23/18 22:30,0.2732,-0.255,0.3195
1807,8/23/18 22:31,0.2732,-0.255,0.3199
1808,8/23/18 22:32,0.2732,-0.255,0.3195
1809,8/23/18 22:33,0.2732,-0.255,0.3195
1810,8/23/18 22:34,0.2732,-0.255,0.3195
1811,8/23/18 22:35,0.2732,-0.255,0.3199
1812,8/23/18 22:36,0.2732,-0.255,0.3195
1813,8/23/18 22:37,0.2732,-0.255,0.3199
1814,8/23/18 22:38,0.2732,-0.255,0.3195
1815,8/23/18 22:39,0.2732,-0.255,0.3199
1816,8/23/18 22:40,0.2732,-0.255,0.3195
1817,8/23/18 22:41,0.2732,-0.255,0.3199
1818,8/23/18 22:42,0.2732,-0.255,0.3195
1819,8/23/18 22:43,0.2732,-0.255,0.3199
1820,8/23/18 22:44,0.2732,-0.255,0.3195
1821,8/23/18 22:45,0.2732,-0.255,0.3199
1822,8/23/18 22:46,0.2732,-0.255,0.3195
1823,8/23/18 22:47,0.2732,-0.255,0.3199
1824,8/23/18 22:48,0.2732,-0.255,0.3195
1825,8/23/18 22:49,0.2732,-0.255,0.3199
