unit,"Date Time, GMT-07:00","wl3 Abs Pres, kPa (LGR S/N: 20389410, SEN S/N: 20389410)","wl3 Temp, ÎçC (LGR S/N: 20389410, SEN S/N: 20389410)","wl2 Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","wl2 Temp, å¡C (LGR S/N: 20389423, SEN S/N: 20389423)","wl1 Abs Pres, kPa (LGR S/N: 20389415, SEN S/N: 20389415)","wl2 Temp, ŒÁC (LGR S/N: 20389415, SEN S/N: 20389415)"
wl3,9/10/18 10:30,96.865,24.062,96.854,34.903,96.864,34.585
wl3,9/10/18 10:35,96.865,24.062,96.854,34.903,96.867,34.691
wl3,9/10/18 10:40,96.847,24.062,96.84,35.009,96.87,34.796
wl3,9/10/18 10:45,96.847,24.062,96.826,35.115,96.87,34.796
wl3,9/10/18 10:50,96.847,24.062,96.843,35.115,96.841,34.903
wl3,9/10/18 10:55,96.847,24.062,96.829,35.222,96.841,34.903
wl3,9/10/18 11:00,96.83,24.062,96.829,35.222,96.828,35.009
wl3,9/10/18 11:05,96.83,24.062,96.832,35.328,96.844,35.009
wl3,9/10/18 11:10,96.83,24.062,96.832,35.328,96.847,35.115
wl3,9/10/18 11:15,96.83,24.062,96.818,35.435,96.851,35.222
wl3,9/10/18 11:20,96.812,24.062,96.821,35.542,96.835,35.222
wl3,9/10/18 11:25,96.794,24.062,96.804,35.542,96.838,35.328
wl3,9/10/18 11:30,96.809,23.966,96.79,35.649,96.825,35.435
wl3,9/10/18 11:35,96.791,23.966,96.796,35.864,96.812,35.542
wl3,9/10/18 11:40,96.771,23.869,96.782,35.971,96.812,35.542
wl3,9/10/18 11:45,96.806,23.869,96.782,35.971,96.815,35.649
wl3,9/10/18 11:50,96.771,23.869,96.769,36.079,96.803,35.756
wl3,9/10/18 11:55,96.753,23.869,96.752,36.079,96.787,35.756
wl3,9/10/18 12:00,96.751,23.773,96.771,36.187,96.79,35.864
wl3,9/10/18 12:05,96.733,23.773,96.738,36.187,96.777,35.971
wl3,9/10/18 12:10,96.751,23.773,96.76,36.403,96.764,36.079
wl3,9/10/18 12:15,96.733,23.773,96.747,36.511,96.771,36.295
wl3,9/10/18 12:20,96.733,23.773,96.736,36.728,96.758,36.403
wl3,9/10/18 12:25,96.697,23.773,96.719,36.728,96.761,36.511
wl3,9/10/18 12:30,96.712,23.677,96.725,36.946,96.748,36.62
wl3,9/10/18 12:35,96.695,23.677,96.711,37.055,96.739,36.837
wl3,9/10/18 12:40,96.695,23.677,96.714,37.165,96.726,36.946
wl3,9/10/18 12:45,96.695,23.677,96.703,37.384,96.717,37.165
wl3,9/10/18 12:50,96.695,23.677,96.709,37.604,96.742,37.494
wl3,9/10/18 12:55,96.695,23.677,96.684,37.935,96.733,37.714
wl3,9/10/18 13:00,96.677,23.677,96.703,38.046,96.723,37.935
wl3,9/10/18 13:05,96.659,23.677,96.693,38.268,96.711,38.046
wl3,9/10/18 13:10,96.659,23.677,96.665,38.49,96.705,38.379
wl3,9/10/18 13:15,96.642,23.677,96.671,38.714,96.715,38.714
wl3,9/10/18 13:20,96.642,23.677,96.649,39.163,96.693,39.05
wl3,9/10/18 13:25,96.642,23.677,96.658,39.502,96.706,39.502
wl3,9/10/18 13:30,96.624,23.677,96.655,40.071,96.704,39.957
wl3,9/10/18 13:35,96.624,23.677,96.656,40.761,96.705,40.53
wl3,9/10/18 13:40,96.624,23.677,96.637,41.341,96.706,41.108
wl3,9/10/18 13:45,96.624,23.677,96.652,41.928,96.688,41.575
wl3,9/10/18 13:50,96.606,23.677,96.616,42.52,96.674,42.164
wl3,9/10/18 13:55,96.606,23.677,96.611,42.998,96.673,42.639
wl3,9/10/18 14:00,96.589,23.677,96.604,43.359,96.668,42.998
wl3,9/10/18 14:05,96.589,23.677,96.596,43.723,96.663,43.359
wl3,9/10/18 14:10,96.553,23.677,96.565,43.844,96.638,43.601
wl3,9/10/18 14:15,96.571,23.677,96.573,43.48,96.642,43.723
wl3,9/10/18 14:20,96.571,23.677,96.55,43.238,96.622,43.601
wl3,9/10/18 14:25,96.535,23.677,96.527,42.998,96.602,43.48
wl3,9/10/18 14:30,96.535,23.677,96.521,42.758,96.592,43.118
wl3,9/10/18 14:35,96.5,23.677,96.512,42.401,96.584,42.878
wl3,9/10/18 14:40,96.535,23.677,96.506,42.164,96.542,42.52
wl3,9/10/18 14:45,96.5,23.677,96.49,42.164,96.55,42.282
wl3,9/10/18 14:50,96.518,23.677,96.479,42.401,96.54,41.928
wl3,9/10/18 14:55,96.5,23.677,96.46,42.998,96.52,41.81
wl3,9/10/18 15:00,96.5,23.677,96.455,43.48,96.513,41.575
wl3,9/10/18 15:05,96.5,23.677,96.45,43.966,96.526,41.458
wl3,9/10/18 15:10,96.5,23.677,96.459,44.334,96.529,41.575
wl3,9/10/18 15:15,96.465,23.677,96.428,44.457,96.52,41.81
wl3,9/10/18 15:20,96.482,23.677,96.434,44.704,96.515,42.164
wl3,9/10/18 15:25,96.482,23.677,96.437,44.828,96.494,42.52
wl3,9/10/18 15:30,96.465,23.677,96.426,45.076,96.492,42.998
wl3,9/10/18 15:35,96.465,23.677,96.412,45.201,96.487,43.359
wl3,9/10/18 15:40,96.447,23.677,96.412,45.201,96.479,43.601
wl3,9/10/18 15:45,96.447,23.677,96.412,45.201,96.482,43.723
wl3,9/10/18 15:50,96.429,23.677,96.392,45.076,96.474,43.966
wl3,9/10/18 15:55,96.411,23.677,96.403,44.828,96.474,43.966
wl3,9/10/18 16:00,96.429,23.677,96.383,44.704,96.458,43.966
wl3,9/10/18 16:05,96.429,23.677,96.377,44.457,96.442,43.966
wl3,9/10/18 16:10,96.429,23.677,96.371,44.211,96.438,43.844
wl3,9/10/18 16:15,96.429,23.677,96.382,43.966,96.45,43.723
wl3,9/10/18 16:20,96.411,23.677,96.373,43.601,96.431,43.601
wl3,9/10/18 16:25,96.411,23.677,96.351,43.359,96.427,43.48
wl3,9/10/18 16:30,96.411,23.677,96.348,43.238,96.404,43.238
wl3,9/10/18 16:35,96.411,23.677,96.359,42.998,96.416,43.118
wl3,9/10/18 16:40,96.394,23.677,96.356,42.878,96.428,42.998
wl3,9/10/18 16:45,96.391,23.581,96.353,42.758,96.425,42.878
wl3,9/10/18 16:50,96.409,23.581,96.35,42.639,96.425,42.878
wl3,9/10/18 16:55,96.406,23.484,96.347,42.52,96.437,42.758
wl3,9/10/18 17:00,96.403,23.388,96.361,42.401,96.418,42.639
wl3,9/10/18 17:05,96.403,23.388,96.375,42.282,96.418,42.639
wl3,9/10/18 17:10,96.401,23.292,96.372,42.164,96.43,42.52
wl3,9/10/18 17:15,96.401,23.292,96.352,42.046,96.426,42.401
wl3,9/10/18 17:20,96.401,23.292,96.366,41.928,96.423,42.282
wl3,9/10/18 17:25,96.365,23.292,96.366,41.928,96.419,42.164
wl3,9/10/18 17:30,96.401,23.292,96.36,41.692,96.416,42.046
wl3,9/10/18 17:35,96.383,23.292,96.374,41.575,96.428,41.928
wl3,9/10/18 17:40,96.401,23.292,96.354,41.458,96.425,41.81
wl3,9/10/18 17:45,96.383,23.292,96.368,41.341,96.421,41.692
wl3,9/10/18 17:50,96.401,23.292,96.348,41.225,96.414,41.458
wl3,9/10/18 17:55,96.383,23.292,96.362,41.108,96.395,41.341
wl3,9/10/18 18:00,96.383,23.292,96.342,40.992,96.407,41.225
wl3,9/10/18 18:05,96.38,23.196,96.356,40.876,96.388,41.108
wl3,9/10/18 18:10,96.38,23.196,96.353,40.761,96.4,40.992
wl3,9/10/18 18:15,96.378,23.1,96.35,40.645,96.409,40.761
wl3,9/10/18 18:20,96.378,23.1,96.364,40.53,96.39,40.645
wl3,9/10/18 18:25,96.395,23.1,96.361,40.415,96.386,40.53
wl3,9/10/18 18:30,96.378,23.1,96.375,40.3,96.383,40.415
wl3,9/10/18 18:35,96.378,23.1,96.372,40.185,96.395,40.3
wl3,9/10/18 18:40,96.378,23.1,96.372,40.185,96.379,40.3
wl3,9/10/18 18:45,96.395,23.1,96.369,40.071,96.392,40.185
wl3,9/10/18 18:50,96.395,23.1,96.349,39.957,96.389,40.071
wl3,9/10/18 18:55,96.378,23.1,96.366,39.957,96.385,39.957
wl3,9/10/18 19:00,96.395,23.1,96.38,39.843,96.401,39.957
wl3,9/10/18 19:05,96.395,23.1,96.363,39.843,96.398,39.843
wl3,9/10/18 19:10,96.378,23.1,96.36,39.729,96.398,39.843
wl3,9/10/18 19:15,96.393,23.004,96.374,39.615,96.394,39.729
wl3,9/10/18 19:20,96.393,23.004,96.374,39.615,96.391,39.615
wl3,9/10/18 19:25,96.393,23.004,96.371,39.502,96.407,39.615
wl3,9/10/18 19:30,96.393,23.004,96.368,39.389,96.404,39.502
wl3,9/10/18 19:35,96.393,23.004,96.382,39.276,96.416,39.389
wl3,9/10/18 19:40,96.41,23.004,96.379,39.163,96.429,39.276
wl3,9/10/18 19:45,96.393,23.004,96.396,39.163,96.409,39.163
wl3,9/10/18 19:50,96.41,23.004,96.393,39.05,96.419,38.938
wl3,9/10/18 19:55,96.41,23.004,96.39,38.938,96.431,38.826
wl3,9/10/18 20:00,96.428,23.004,96.404,38.826,96.428,38.714
wl3,9/10/18 20:05,96.425,22.908,96.401,38.714,96.46,38.714
wl3,9/10/18 20:10,96.425,22.908,96.435,38.714,96.456,38.602
wl3,9/10/18 20:15,96.425,22.908,96.415,38.602,96.469,38.49
wl3,9/10/18 20:20,96.443,22.908,96.412,38.49,96.45,38.379
wl3,9/10/18 20:25,96.443,22.908,96.446,38.49,96.466,38.379
wl3,9/10/18 20:30,96.425,22.908,96.443,38.379,96.478,38.268
wl3,9/10/18 20:35,96.461,22.908,96.44,38.268,96.475,38.157
wl3,9/10/18 20:40,96.443,22.908,96.454,38.157,96.472,38.046
wl3,9/10/18 20:45,96.461,22.908,96.454,38.157,96.472,38.046
wl3,9/10/18 20:50,96.461,22.908,96.451,38.046,96.485,37.935
wl3,9/10/18 20:55,96.443,22.908,96.448,37.935,96.485,37.935
wl3,9/10/18 21:00,96.461,22.908,96.448,37.935,96.497,37.824
wl3,9/10/18 21:05,96.461,22.908,96.479,37.824,96.494,37.714
wl3,9/10/18 21:10,96.443,22.908,96.476,37.714,96.491,37.604
wl3,9/10/18 21:15,96.478,22.908,96.49,37.604,96.503,37.494
wl3,9/10/18 21:20,96.478,22.908,96.47,37.494,96.503,37.494
wl3,9/10/18 21:25,96.478,22.908,96.467,37.384,96.5,37.384
wl3,9/10/18 21:30,96.496,22.908,96.484,37.384,96.5,37.384
wl3,9/10/18 21:35,96.478,22.908,96.464,37.274,96.497,37.274
wl3,9/10/18 21:40,96.478,22.908,96.481,37.274,96.494,37.165
wl3,9/10/18 21:45,96.478,22.908,96.478,37.165,96.494,37.165
wl3,9/10/18 21:50,96.478,22.908,96.478,37.165,96.491,37.055
wl3,9/10/18 21:55,96.461,22.908,96.478,37.165,96.491,37.055
wl3,9/10/18 22:00,96.478,22.908,96.478,37.165,96.503,36.946
wl3,9/10/18 22:05,96.461,22.908,96.475,37.055,96.503,36.946
wl3,9/10/18 22:10,96.478,22.908,96.492,37.055,96.516,36.837
wl3,9/10/18 22:15,96.478,22.908,96.492,37.055,96.516,36.837
wl3,9/10/18 22:20,96.478,22.908,96.489,36.946,96.513,36.728
wl3,9/10/18 22:25,96.478,22.908,96.489,36.946,96.525,36.62
wl3,9/10/18 22:30,96.493,22.812,96.486,36.837,96.525,36.62
wl3,9/10/18 22:35,96.493,22.812,96.503,36.837,96.522,36.511
wl3,9/10/18 22:40,96.511,22.812,96.52,36.837,96.522,36.511
wl3,9/10/18 22:45,96.493,22.812,96.5,36.728,96.519,36.403
wl3,9/10/18 22:50,96.511,22.812,96.5,36.728,96.519,36.403
wl3,9/10/18 22:55,96.493,22.812,96.514,36.62,96.519,36.403
wl3,9/10/18 23:00,96.511,22.812,96.497,36.62,96.532,36.295
wl3,9/10/18 23:05,96.493,22.812,96.511,36.511,96.532,36.295
wl3,9/10/18 23:10,96.511,22.812,96.528,36.511,96.529,36.187
wl3,9/10/18 23:15,96.529,22.812,96.525,36.403,96.529,36.187
wl3,9/10/18 23:20,96.511,22.812,96.542,36.403,96.542,36.079
wl3,9/10/18 23:25,96.511,22.812,96.539,36.295,96.542,36.079
wl3,9/10/18 23:30,96.529,22.812,96.522,36.295,96.538,35.971
wl3,9/10/18 23:35,96.529,22.812,96.536,36.187,96.538,35.971
wl3,9/10/18 23:40,96.511,22.812,96.553,36.187,96.551,35.864
wl3,9/10/18 23:45,96.529,22.812,96.533,36.079,96.551,35.864
wl3,9/10/18 23:50,96.529,22.812,96.55,36.079,96.548,35.756
wl3,9/10/18 23:55,96.546,22.812,96.55,36.079,96.548,35.756
wl3,9/11/18 0:00,96.546,22.812,96.547,35.971,96.561,35.649
wl3,9/11/18 0:05,96.546,22.812,96.547,35.971,96.561,35.649
wl3,9/11/18 0:10,96.564,22.812,96.544,35.864,96.558,35.542
wl3,9/11/18 0:15,96.544,22.717,96.575,35.756,96.57,35.435
wl3,9/11/18 0:20,96.561,22.717,96.575,35.756,96.57,35.435
wl3,9/11/18 0:25,96.544,22.717,96.572,35.649,96.551,35.328
wl3,9/11/18 0:30,96.544,22.717,96.555,35.649,96.567,35.328
wl3,9/11/18 0:35,96.561,22.717,96.569,35.542,96.564,35.222
wl3,9/11/18 0:40,96.544,22.717,96.569,35.542,96.548,35.222
wl3,9/11/18 0:45,96.526,22.717,96.586,35.542,96.564,35.222
wl3,9/11/18 0:50,96.544,22.717,96.566,35.435,96.577,35.115
wl3,9/11/18 0:55,96.526,22.717,96.566,35.435,96.577,35.115
wl3,9/11/18 1:00,96.544,22.717,96.546,35.328,96.574,35.009
wl3,9/11/18 1:05,96.561,22.717,96.563,35.328,96.558,35.009
wl3,9/11/18 1:10,96.544,22.717,96.56,35.222,96.587,34.903
wl3,9/11/18 1:15,96.561,22.717,96.577,35.222,96.587,34.903
wl3,9/11/18 1:20,96.544,22.717,96.574,35.115,96.584,34.796
wl3,9/11/18 1:25,96.561,22.717,96.591,35.115,96.597,34.691
wl3,9/11/18 1:30,96.544,22.717,96.588,35.009,96.581,34.691
wl3,9/11/18 1:35,96.561,22.717,96.588,35.009,96.593,34.585
wl3,9/11/18 1:40,96.561,22.717,96.588,35.009,96.593,34.585
wl3,9/11/18 1:45,96.561,22.717,96.568,34.903,96.578,34.585
wl3,9/11/18 1:50,96.561,22.717,96.565,34.796,96.575,34.479
wl3,9/11/18 1:55,96.544,22.717,96.579,34.691,96.556,34.374
wl3,9/11/18 2:00,96.559,22.621,96.579,34.691,96.571,34.374
wl3,9/11/18 2:05,96.577,22.621,96.576,34.585,96.568,34.268
wl3,9/11/18 2:10,96.559,22.621,96.576,34.585,96.568,34.268
wl3,9/11/18 2:15,96.559,22.621,96.576,34.585,96.568,34.268
wl3,9/11/18 2:20,96.559,22.621,96.59,34.479,96.581,34.163
wl3,9/11/18 2:25,96.559,22.621,96.59,34.479,96.565,34.163
wl3,9/11/18 2:30,96.577,22.621,96.593,34.585,96.584,34.268
wl3,9/11/18 2:35,96.559,22.621,96.593,34.585,96.581,34.163
wl3,9/11/18 2:40,96.559,22.621,96.59,34.479,96.581,34.163
wl3,9/11/18 2:45,96.559,22.621,96.573,34.479,96.565,34.163
wl3,9/11/18 2:50,96.577,22.621,96.59,34.479,96.597,34.163
wl3,9/11/18 2:55,96.559,22.621,96.579,34.691,96.584,34.268
wl3,9/11/18 3:00,96.577,22.621,96.585,34.903,96.59,34.479
wl3,9/11/18 3:05,96.559,22.621,96.622,35.009,96.609,34.585
wl3,9/11/18 3:10,96.559,22.621,96.611,35.222,96.6,34.796
wl3,9/11/18 3:15,96.577,22.621,96.597,35.328,96.603,34.903
wl3,9/11/18 3:20,96.559,22.621,96.6,35.435,96.606,35.009
wl3,9/11/18 3:25,96.556,22.525,96.597,35.328,96.587,34.903
wl3,9/11/18 3:30,96.574,22.525,96.574,35.115,96.6,34.796
wl3,9/11/18 3:35,96.556,22.525,96.591,35.115,96.597,34.691
wl3,9/11/18 3:40,96.556,22.525,96.594,35.222,96.597,34.691
wl3,9/11/18 3:45,96.556,22.525,96.594,35.222,96.612,34.691
wl3,9/11/18 3:50,96.556,22.525,96.597,35.328,96.597,34.691
wl3,9/11/18 3:55,96.556,22.525,96.577,35.222,96.593,34.585
wl3,9/11/18 4:00,96.556,22.525,96.591,35.115,96.59,34.479
wl3,9/11/18 4:05,96.556,22.525,96.585,34.903,96.584,34.268
wl3,9/11/18 4:10,96.556,22.525,96.596,34.691,96.594,34.058
wl3,9/11/18 4:15,96.574,22.525,96.59,34.479,96.591,33.953
wl3,9/11/18 4:20,96.574,22.525,96.587,34.374,96.604,33.848
wl3,9/11/18 4:25,96.574,22.525,96.604,34.374,96.588,33.848
wl3,9/11/18 4:30,96.574,22.525,96.59,34.479,96.61,34.058
wl3,9/11/18 4:35,96.574,22.525,96.596,34.691,96.616,34.268
wl3,9/11/18 4:40,96.592,22.525,96.582,34.796,96.619,34.374
wl3,9/11/18 4:45,96.592,22.525,96.605,35.009,96.606,34.479
wl3,9/11/18 4:50,96.574,22.525,96.608,35.115,96.609,34.585
wl3,9/11/18 4:55,96.589,22.429,96.608,35.115,96.609,34.585
wl3,9/11/18 5:00,96.589,22.429,96.611,35.222,96.609,34.585
wl3,9/11/18 5:05,96.574,22.525,96.611,35.222,96.625,34.585
wl3,9/11/18 5:10,96.607,22.429,96.611,35.222,96.622,34.479
wl3,9/11/18 5:15,96.589,22.429,96.644,35.222,96.622,34.479
wl3,9/11/18 5:20,96.589,22.429,96.644,35.222,96.635,34.374
wl3,9/11/18 5:25,96.607,22.429,96.644,35.222,96.632,34.268
wl3,9/11/18 5:30,96.607,22.429,96.661,35.222,96.632,34.268
wl3,9/11/18 5:35,96.624,22.429,96.661,35.222,96.648,34.268
wl3,9/11/18 5:40,96.624,22.429,96.661,35.222,96.664,34.268
wl3,9/11/18 5:45,96.642,22.429,96.644,35.222,96.648,34.268
wl3,9/11/18 5:50,96.624,22.429,96.647,35.328,96.67,34.479
wl3,9/11/18 5:55,96.642,22.429,96.667,35.435,96.657,34.585
wl3,9/11/18 6:00,96.642,22.429,96.667,35.435,96.66,34.691
wl3,9/11/18 6:05,96.66,22.429,96.67,35.542,96.679,34.796
wl3,9/11/18 6:10,96.66,22.429,96.67,35.542,96.679,34.796
wl3,9/11/18 6:15,96.66,22.429,96.678,35.222,96.686,34.479
wl3,9/11/18 6:20,96.677,22.429,96.686,34.903,96.693,34.163
wl3,9/11/18 6:25,96.677,22.429,96.694,34.585,96.699,33.848
wl3,9/11/18 6:30,96.695,22.429,96.699,34.163,96.722,33.535
wl3,9/11/18 6:35,96.695,22.429,96.727,33.953,96.713,33.222
wl3,9/11/18 6:40,96.695,22.429,96.718,33.639,96.723,33.014
wl3,9/11/18 6:45,96.695,22.429,96.729,33.43,96.717,32.807
wl3,9/11/18 6:50,96.713,22.429,96.726,33.326,96.73,32.704
wl3,9/11/18 6:55,96.713,22.429,96.74,33.222,96.727,32.6
wl3,9/11/18 7:00,96.713,22.429,96.751,33.014,96.721,32.394
wl3,9/11/18 7:05,96.721,22.717,96.748,32.911,96.734,32.291
wl3,9/11/18 7:10,96.729,23.004,96.728,32.807,96.747,32.188
wl3,9/11/18 7:15,96.734,23.196,96.728,32.807,96.747,32.188
wl3,9/11/18 7:20,96.737,23.292,96.759,32.704,96.744,32.086
wl3,9/11/18 7:25,96.742,23.484,96.745,32.807,96.747,32.188
wl3,9/11/18 7:30,96.74,23.388,96.782,32.911,96.747,32.188
wl3,9/11/18 7:35,96.755,23.292,96.748,32.911,96.763,32.188
wl3,9/11/18 7:40,96.737,23.292,96.762,32.807,96.747,32.188
wl3,9/11/18 7:45,96.752,23.196,96.762,32.807,96.76,32.086
wl3,9/11/18 7:50,96.717,23.196,96.776,32.704,96.76,32.086
wl3,9/11/18 7:55,96.732,23.1,96.776,32.704,96.773,31.983
wl3,9/11/18 8:00,96.749,23.1,96.776,32.704,96.776,32.086
wl3,9/11/18 8:05,96.767,23.1,96.793,32.704,96.776,32.086
wl3,9/11/18 8:10,96.749,23.1,96.776,32.704,96.776,32.086
wl3,9/11/18 8:15,96.752,23.196,96.779,32.807,96.779,32.188
wl3,9/11/18 8:20,96.752,23.196,96.779,32.807,96.779,32.188
wl3,9/11/18 8:25,96.752,23.196,96.762,32.807,96.782,32.291
wl3,9/11/18 8:30,96.755,23.292,96.782,32.911,96.782,32.291
wl3,9/11/18 8:35,96.755,23.292,96.782,32.911,96.769,32.394
wl3,9/11/18 8:40,96.757,23.388,96.782,32.911,96.785,32.394
wl3,9/11/18 8:45,96.76,23.484,96.785,33.014,96.788,32.497
wl3,9/11/18 8:50,96.778,23.484,96.785,33.014,96.788,32.497
wl3,9/11/18 8:55,96.763,23.581,96.788,33.118,96.806,32.6
wl3,9/11/18 9:00,96.781,23.581,96.804,33.118,96.794,32.704
wl3,9/11/18 9:05,96.766,23.677,96.79,33.222,96.794,32.704
wl3,9/11/18 9:10,96.768,23.773,96.79,33.222,96.797,32.807
wl3,9/11/18 9:15,96.786,23.773,96.793,33.326,96.799,32.911
wl3,9/11/18 9:20,96.768,23.773,96.813,33.43,96.818,33.014
wl3,9/11/18 9:25,96.789,23.869,96.816,33.535,96.821,33.118
wl3,9/11/18 9:30,96.789,23.869,96.819,33.639,96.808,33.222
wl3,9/11/18 9:35,96.806,23.869,96.805,33.743,96.808,33.222
wl3,9/11/18 9:40,96.806,23.869,96.805,33.743,96.796,33.326
wl3,9/11/18 9:45,96.791,23.966,96.808,33.848,96.814,33.43
wl3,9/11/18 9:50,96.791,23.966,96.828,33.953,96.802,33.535
wl3,9/11/18 9:55,96.791,23.966,96.811,33.953,96.817,33.535
wl3,9/11/18 10:00,96.791,23.966,96.814,34.058,96.821,33.639
wl3,9/11/18 10:05,96.812,24.062,96.814,34.058,96.821,33.639
wl3,9/11/18 10:10,96.777,24.062,96.817,34.163,96.808,33.743
wl3,9/11/18 10:15,96.794,24.062,96.803,34.268,96.811,33.848
wl3,9/11/18 10:20,96.794,24.062,96.806,34.374,96.814,33.953
wl3,9/11/18 10:25,96.777,24.062,96.789,34.374,96.801,34.058
wl3,9/11/18 10:30,96.777,24.062,96.792,34.479,96.804,34.163
wl3,9/11/18 10:35,96.777,24.062,96.795,34.585,96.804,34.163
wl3,9/11/18 10:40,96.777,24.062,96.778,34.585,96.807,34.268
wl3,9/11/18 10:45,96.759,24.062,96.781,34.691,96.794,34.374
wl3,9/11/18 10:50,96.756,23.966,96.784,34.796,96.778,34.374
wl3,9/11/18 10:55,96.756,23.966,96.767,34.796,96.781,34.479
wl3,9/11/18 11:00,96.738,23.966,96.753,34.903,96.768,34.585
wl3,9/11/18 11:05,96.738,23.966,96.756,35.009,96.771,34.691
wl3,9/11/18 11:10,96.736,23.869,96.759,35.115,96.775,34.796
wl3,9/11/18 11:15,96.736,23.869,96.745,35.222,96.759,34.796
wl3,9/11/18 11:20,96.736,23.869,96.745,35.222,96.762,34.903
wl3,9/11/18 11:25,96.718,23.869,96.731,35.328,96.749,35.009
wl3,9/11/18 11:30,96.7,23.869,96.717,35.435,96.752,35.115
wl3,9/11/18 11:35,96.7,23.869,96.72,35.542,96.739,35.222
wl3,9/11/18 11:40,96.718,23.869,96.723,35.649,96.726,35.328
wl3,9/11/18 11:45,96.7,23.869,96.726,35.756,96.73,35.435
wl3,9/11/18 11:50,96.7,23.869,96.695,35.864,96.714,35.435
wl3,9/11/18 11:55,96.683,23.869,96.698,35.971,96.72,35.649
wl3,9/11/18 12:00,96.665,23.869,96.704,36.187,96.707,35.756
wl3,9/11/18 12:05,96.665,23.869,96.673,36.295,96.697,35.971
wl3,9/11/18 12:10,96.665,23.869,96.679,36.511,96.704,36.187
wl3,9/11/18 12:15,96.665,23.869,96.665,36.62,96.691,36.295
wl3,9/11/18 12:20,96.665,23.869,96.668,36.728,96.694,36.403
wl3,9/11/18 12:25,96.647,23.869,96.671,36.837,96.681,36.511
wl3,9/11/18 12:30,96.629,23.869,96.657,36.946,96.688,36.728
wl3,9/11/18 12:35,96.612,23.869,96.627,37.055,96.688,36.728
wl3,9/11/18 12:40,96.612,23.869,96.663,37.165,96.662,36.946
wl3,9/11/18 12:45,96.612,23.869,96.632,37.274,96.65,37.055
wl3,9/11/18 12:50,96.612,23.869,96.621,37.494,96.656,37.274
wl3,9/11/18 12:55,96.594,23.869,96.608,37.604,96.647,37.494
wl3,9/11/18 13:00,96.576,23.869,96.597,37.824,96.621,37.714
wl3,9/11/18 13:05,96.594,23.869,96.602,38.046,96.644,37.935
wl3,9/11/18 13:10,96.576,23.869,96.611,38.379,96.641,38.379
wl3,9/11/18 13:15,96.576,23.869,96.609,38.938,96.638,38.826
wl3,9/11/18 13:20,96.559,23.869,96.587,39.389,96.639,39.389
wl3,9/11/18 13:25,96.559,23.869,96.582,39.843,96.621,39.843
wl3,9/11/18 13:30,96.559,23.869,96.597,40.415,96.618,40.3
wl3,9/11/18 13:35,96.541,23.869,96.564,41.108,96.62,40.876
wl3,9/11/18 13:40,96.541,23.869,96.565,41.81,96.618,41.341
wl3,9/11/18 13:45,96.523,23.869,96.546,42.401,96.603,41.928
wl3,9/11/18 13:50,96.52,23.773,96.544,42.998,96.589,42.52
wl3,9/11/18 13:55,96.503,23.773,96.542,43.601,96.592,43.118
wl3,9/11/18 14:00,96.485,23.773,96.506,44.211,96.59,43.601
wl3,9/11/18 14:05,96.503,23.773,96.49,44.211,96.589,44.089
wl3,9/11/18 14:10,96.482,23.677,96.487,44.089,96.561,44.211
wl3,9/11/18 14:15,96.482,23.677,96.478,43.723,96.577,44.211
wl3,9/11/18 14:20,96.482,23.677,96.469,43.359,96.545,44.211
wl3,9/11/18 14:25,96.482,23.677,96.46,42.998,96.541,44.089
wl3,9/11/18 14:30,96.465,23.677,96.437,42.758,96.514,43.723
wl3,9/11/18 14:35,96.465,23.677,96.414,42.52,96.5,43.238
wl3,9/11/18 14:40,96.447,23.677,96.425,42.282,96.505,42.878
wl3,9/11/18 14:45,96.447,23.677,96.439,42.164,96.497,42.639
wl3,9/11/18 14:50,96.429,23.677,96.431,42.52,96.487,42.282
wl3,9/11/18 14:55,96.411,23.677,96.395,43.118,96.479,42.046
wl3,9/11/18 15:00,96.414,23.773,96.363,43.844,96.46,41.928
wl3,9/11/18 15:05,96.414,23.773,96.374,44.334,96.469,41.692
wl3,9/11/18 15:10,96.396,23.773,96.367,44.704,96.444,41.928
wl3,9/11/18 15:15,96.399,23.869,96.345,45.201,96.451,42.164
wl3,9/11/18 15:20,96.381,23.869,96.337,45.577,96.43,42.52
wl3,9/11/18 15:25,96.381,23.869,96.343,45.829,96.444,42.998
wl3,9/11/18 15:30,96.381,23.869,96.346,45.956,96.423,43.359
wl3,9/11/18 15:35,96.381,23.869,96.312,45.956,96.431,43.601
wl3,9/11/18 15:40,96.364,23.869,96.298,46.083,96.41,43.966
wl3,9/11/18 15:45,96.364,23.869,96.298,46.083,96.401,44.211
wl3,9/11/18 15:50,96.349,23.966,96.295,45.956,96.405,44.334
wl3,9/11/18 15:55,96.349,23.966,96.275,45.829,96.393,44.457
wl3,9/11/18 16:00,96.349,23.966,96.286,45.577,96.377,44.457
wl3,9/11/18 16:05,96.331,23.966,96.26,45.201,96.377,44.457
wl3,9/11/18 16:10,96.331,23.966,96.268,44.828,96.357,44.334
wl3,9/11/18 16:15,96.331,23.966,96.259,44.457,96.35,44.089
wl3,9/11/18 16:20,96.313,23.966,96.267,44.089,96.358,43.844
wl3,9/11/18 16:25,96.313,23.966,96.272,43.601,96.351,43.601
wl3,9/11/18 16:30,96.298,24.062,96.266,43.359,96.328,43.359
